,ID,Sexo,Edad,NSE,Zona,COMUNA,Expansor,auto_propio,residencia,usuario_app_mov,no_uso_mov_precio,no_uso_mov_autopropio,no_uso_mov_taxi,no_uso_mov_publico,no_uso_mov_confianza,no_uso_mov_trauma,no_uso_mov_conocimiento,no_uso_mov_nodisp,app_mov_uber,app_mov_didi,app_mov_cabify,app_mov_lime,app_mov_whoosh,app_mov_jet,app_mov_indrive,app_mov_biciitau,app_mov_otro,tiempo_app_mov,frec_app_mov,fin_app_mov_trabajoestudio,fin_app_mov_ocio,fin_app_mov_tramitescompras,fin_app_mov_conectcontransporte,fin_app_mov_otro,reemplazo_app_mov,posit_app_mov,negat_app_mov,sit_app_mov_atraso,sit_app_mov_noche,sit_app_mov_sintranspub,sit_app_mov_cansado,sit_app_mov_grupo,sit_app_mov_desconocido,sit_app_mov_inseguro,usuario_app_deli,no_uso_deli_precio,no_uso_deli_presencial,no_uso_deli_confianza,no_uso_deli_conocimiento,no_uso_deli_nodisp,app_deli_rappi,app_deli_pedidosya,app_deli_ubereats,app_deli_didifood,app_deli_especifica,app_deli_otra,tiempo_app_deli,frec_app_deli,posit_app_deli,negat_app_deli,sit_app_deli_tiempo,sit_app_deli_cansado,sit_app_deli_gusto,sit_app_deli_especial,sit_app_deli_grupo,taxi_calle,taxi_terminal,taxi_agencia,taxi_conocido,taxi_app,taxi_no,auto_o_app_mov_gratis,renuncia_app_mov_vs_deli,impacto_no_app_mov,impacto_no_app_deli,impacto_abierta
403,404,FEMENINO,[61 Ó MAS],D+E,Sur,HUALQUI,7553.957737104824,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Salud física,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"La movilidad es importante para mi,en cambio el delivery no porque puedo acercarme al lugar para ir a comprar"
404,405,FEMENINO,[31 - 40],C3,Sur,LINARES,7727.834002153274,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"Si bien no uso aplicaciones de movilidad, son útiles en situaciones como desplazamientos en horarios donde no hay transporte público, así como para acudir a hospitales u otros lugares donde encontrar estacionamiento es muy difícil. por otro lado, las aplicaciones de Delivery son más usadas en mi caso, sobre todo en momentos donde no hay tiempo para cocinar y también para realizar compras por ejemplo en supermercados, desde la comodidad de la casa. Si dejan de existir, empeoraría un poco mi vida, porque no dependo de ellas y si bien son una ayuda, puedo organizarme y seguir sin ellas"
405,406,MASCULINO,[18 - 30],C3,Sur,PICHIDEGUA,8028.360880014791,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Bicicleta,Tiempo para trabajar,Salud mental,Cuando voy atrasado/a,Cuando se hizo de noche,,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,DiDi Food,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez a la semana,Salud mental,Tiempo para trabajar,,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Mejoraría un poco mi vida,Mejoraría un poco mi vida,Aumentaría mi estado físico
406,407,FEMENINO,[61 Ó MAS],D+E,Sur,TALCA,7579.221809804172,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,,,,A un recinto hospitalario,Transporte público,Comodidad,Salud física,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,,,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"Si dejaran de existir las app de movilidad afectaria negativamente mi calidad de vida ya que son una manera mas comoda y economica de hacer viajes al hospital donde yo vivo, en cambio las app delivery nunca las he usado."
407,408,MASCULINO,[18 - 30],C3,RM,PEÑAFLOR,7778.675015325334,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Sub-urbano,No las he usado dentro de los últimos 12 meses,El precio es muy alto,,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,El precio es muy alto,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No uso mucho estas aplicaciones, en donde vivo no llegan y estoy acostumbrado a moverme en transporte público"
408,409,FEMENINO,[61 Ó MAS],C2,Sur,PURÉN,6568.658901830283,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,,,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Salud mental,,Cuando se hizo de noche,,Cuando estoy cansado/a,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,No las uso
409,410,MASCULINO,[18 - 30],D+E,Sur,CHIMBARONGO,8028.360880014791,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No afectaría en nada, son gustos qur me doy esporadicamente, puedo ir directo al restoran o puedo salir en bisicleta o trasnporte público"
410,411,FEMENINO,[61 Ó MAS],D+E,Norte,LA SERENA,7389.741264559068,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,,Para hacer trámites o compras,,Para ir al doctor,Caminando,Salud física,Salud física,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,DiDi Food,,Nada más,Menos de un año,Solo ocasionalmente (menos de una vez al mes),Salud física,Finanzas personales o del hogar,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,Empeoraría un poco mi vida,Porque los utilizo muy poco
411,412,MASCULINO,[41 - 50],C3,Sur,CHILLÁN,8445.418588067507,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,,Didi,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Con un taxi tradicional,Salud mental,Finanzas personales o del hogar,,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,Rappi,PedidosYa,Uber Eats,DiDi Food,,,4-5 años - Desde la pandemia,Dos o tres veces al mes,Comodidad,Salud física,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,"Sí, pedí uno a domicilio a través de una agencia de taxis",,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Me acomodo a lo que voy necesitando no si estan me acomodo a otro sistema
412,413,FEMENINO,[61 Ó MAS],D+E,Norte,IQUIQUE,7006.569495285635,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,,Prefiero usar taxis tradicionales,Prefiero usar transporte público,,,No sé cómo usarlas,,,,,,,,,,,,,,,,,,,,,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,No me generan confianza,No sé cómo usarlas,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,"Sí, pedí uno a domicilio a través de una agencia de taxis",,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No me afecta porque aún puedo salir a comprar .
413,414,FEMENINO,[61 Ó MAS],D+E,Sur,VALDIVIA,7882.390682196339,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,,Para hacer trámites o compras,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No las uso con frecuencia, y cuando algo no está disponible siempre hay alternativas"
414,415,MASCULINO,[61 Ó MAS],D+E,Sur,CONCEPCIÓN,8051.904460308089,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,,Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,Rappi,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Al menos una vez a la semana,Tiempo para trabajar,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Tengo vehículo propio para algunos eventos
415,416,MASCULINO,[61 Ó MAS],C2,Sur,RANCAGUA,8539.256572379369,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Realmente estas aplicaciones las utilizo prácticamente nunca.de hecho el dilevery creo q apenas par de veces.me gusta todo presencialmente y en cto a las.dw movilidad son útiles sobre todo para el que no tiene auto o no sabe conducir.Ademas de beneficios extras como salir.de fiestas y poder tomar sin recurrir al auto propio.
416,417,FEMENINO,[61 Ó MAS],D+E,Sur,OSORNO,7882.390682196339,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,,,,,,,InDrive,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,,,,Cuando me vengo tarde de algún lugar.,Transporte público,Finanzas personales o del hogar,Salud física,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,,,,In drive,4-5 años - Desde la pandemia,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Si no hay deliveryme cocinaria y si no y in divertido trato de venir antes y tomar locomoción colectiva.
417,418,MASCULINO,[41 - 50],C3,Norte,COQUIMBO,7882.390682196339,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario y como conductor,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Como usuario y como repartidor,,,,,,,,Uber Eats,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez a la semana,Comodidad,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,Empeoraría mucho mi vida,Sería x la comodidad y la rapidez de traer las cosas ya q a veces no hay tiempo
418,419,MASCULINO,[18 - 30],C2,RM,PROVIDENCIA,9031.90599001664,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,InDrive,,,2-3 años - Desde después de la pandemia,Entre una y tres veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Salud mental,Cuando voy atrasado/a,Cuando se hizo de noche,,Cuando estoy cansado/a,,,,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Al menos una vez a la semana,Tiempo para trabajar,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría mucho mi vida,Es debido a que si desaparecieran dejaran de ser un facilitador y seria mas complejo realizar estas actividades a las cuales ya estamos habituados por ende deberia generar algun logica para poder dar satisfacción a estas necesidades
419,420,MASCULINO,[61 Ó MAS],C3,Sur,RANCAGUA,8539.256572379369,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Con un taxi tradicional,Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,Cuando estoy cansado/a,,,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,"Sí, paré un taxi en la calle",,,"Sí, tengo un taxista conocido con quien me comunico directamente",,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"Uso la movilidad después de reunión social. Generalmente no uso delivery, no dan confianza."
420,421,FEMENINO,[31 - 40],D+E,Norte,COQUIMBO,7663.435385468664,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,No las he usado dentro de los últimos 12 meses,,,,Prefiero usar transporte público,,,No sé cómo usarlas,,,,,,,,,,,,,,,,,,,,,,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,"Nunca ocupo delivery donde vivo todo es muy carcano,por eso no las ocupo."
421,422,FEMENINO,[18 - 30],C3,RM,PEÑALOLÉN,8758.211869107043,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,Cabify,,,,,,,Menos de un año,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,,,,,Con un taxi tradicional,Salud física,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,Rappi,,,,,,Menos de un año,Solo ocasionalmente (menos de una vez al mes),Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,"En las aplicaciones de movilidad me afectaría ya que donde trabajo, hay unas semanas en las cuales salimos mas tarde del horario habitual y para poder llegar seguros a casa tomamos autos de aplicaciones. Mientras que la de comida no me afectaría ya que no siempre pido comida por ellas."
422,423,FEMENINO,[18 - 30],C3,Norte,ANTOFAGASTA,8758.211869107043,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,Rappi,PedidosYa,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Dos o tres veces al mes,Comodidad,Tiempo para trabajar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,"Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría un poco mi vida,Porque ya forman parte de mi día
423,424,MASCULINO,[18 - 30],D+E,V Región,VALPARAÍSO,10818.967603014584,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,Uber Eats,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,empeoraria un poco mi vida por la aplicación de movilidad  porque no cuento con un auto y tampoco se manejar entonces tendría que llegar por las mias y puede ser que el barrio no sea el mejor entonces si es de noche podria exponerme mas al peligro ya que despues de las 22 de la noche no pasa ninguna locomoción y el delivery no afectaría en mi vida ya que es comida que podría bajar yo al centro con algo de tiempo para poder comprar.
424,425,MASCULINO,[18 - 30],D+E,Sur,TEMUCO,10105.629079738897,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,,,,,Whoosh,,InDrive,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Cuatro o más veces a la semana,Para ir o volver del trabajo o del lugar de estudio,,,,,Transporte público,Finanzas personales o del hogar,Salud mental,Cuando voy atrasado/a,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,PedidosYa,Uber Eats,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez a la semana,Comodidad,Salud mental,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,"Sí, paré un taxi en la calle",,,,,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,Empeoraría un poco mi vida,"Porque dependo demasiado de ambas, odio cocinar para mi, odio usar transporte público. Gasto lo que sea necesario pero comodidad primero."
425,426,FEMENINO,[18 - 30],D+E,Sur,SAGRADA FAMILIA,10322.17827430473,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Sub-urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,Mejoraría un poco mi vida,"En el caso de las aplicaciones de movilidad no afectaría mi vida porque como respondí anteriormente en el lugar donde vivo no existen, solo cuando voy a Santiago la ocupo pero en casos muy puntuales, por ejemplo cuando vuelvo de un concierto a las 12 am o voy a algún lugar peligroso. Si no existieran las aplicaciones de delivery mejoraría mi salud física, ya que me vería en la obligación de cocinar algo y obviamente sería un poco más saludable para mi."
426,427,MASCULINO,[41 - 50],C3,Norte,ANTOFAGASTA,8360.111329602178,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,,,,,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,El Delivery es considerado para mi como innecesario teniendo el tiempo o un vehículo propio
