,ID,Sexo,Edad,NSE,Zona,COMUNA,Expansor,auto_propio,residencia,usuario_app_mov,no_uso_mov_precio,no_uso_mov_autopropio,no_uso_mov_taxi,no_uso_mov_publico,no_uso_mov_confianza,no_uso_mov_trauma,no_uso_mov_conocimiento,no_uso_mov_nodisp,app_mov_uber,app_mov_didi,app_mov_cabify,app_mov_lime,app_mov_whoosh,app_mov_jet,app_mov_indrive,app_mov_biciitau,app_mov_otro,tiempo_app_mov,frec_app_mov,fin_app_mov_trabajoestudio,fin_app_mov_ocio,fin_app_mov_tramitescompras,fin_app_mov_conectcontransporte,fin_app_mov_otro,reemplazo_app_mov,posit_app_mov,negat_app_mov,sit_app_mov_atraso,sit_app_mov_noche,sit_app_mov_sintranspub,sit_app_mov_cansado,sit_app_mov_grupo,sit_app_mov_desconocido,sit_app_mov_inseguro,usuario_app_deli,no_uso_deli_precio,no_uso_deli_presencial,no_uso_deli_confianza,no_uso_deli_conocimiento,no_uso_deli_nodisp,app_deli_rappi,app_deli_pedidosya,app_deli_ubereats,app_deli_didifood,app_deli_especifica,app_deli_otra,tiempo_app_deli,frec_app_deli,posit_app_deli,negat_app_deli,sit_app_deli_tiempo,sit_app_deli_cansado,sit_app_deli_gusto,sit_app_deli_especial,sit_app_deli_grupo,taxi_calle,taxi_terminal,taxi_agencia,taxi_conocido,taxi_app,taxi_no,auto_o_app_mov_gratis,renuncia_app_mov_vs_deli,impacto_no_app_mov,impacto_no_app_deli,impacto_abierta
783,784,FEMENINO,[18 - 30],D+E,RM,PEDRO AGUIRRE CERDA,7532.062207432058,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Dos o tres veces al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,No me afectaría,En la primera no siempre se puede ir al centro en su propio vehículo porque los estacionamientos son muy caros y por eso prefiero la movilidad de pago y con respecto al delivery eso no me.afecta mucho porque la ocupo 2 a 3 veces al mes porque yo me preocupo de la comida y pagar tanto y aveces llega frío mejor cocino yo
784,785,FEMENINO,[51 - 60],C3,RM,SAN BERNARDO,5838.807912738029,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,Menos de un año,Entre una y tres veces al mes,,,Para hacer trámites o compras,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,El precio es muy alto,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,La de movilidad es muy genial y la delivire casi no la ocupo
785,786,FEMENINO,[41 - 50],C3,Norte,ANTOFAGASTA,7663.435385468664,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,Como usuario,,,,,,,,,,Didi,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,Mejoraría mucho mi vida,me gustan las aplicaciones por que facilitan mucho la vida
786,787,FEMENINO,[18 - 30],C3,RM,PAINE,7532.062207432058,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Rural,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,,,,ir a ver a mi pareja,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,,Cuando estoy cansado/a,,,,Como usuario,,,,,,,,Uber Eats,,,,2-3 años - Desde después de la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,Cuando estoy cansado/a,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,puedo moverme sola
787,788,FEMENINO,[18 - 30],C3,RM,MAIPÚ,7532.062207432058,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,4-7 años - Desde la pandemia o un poco antes,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Dos o tres veces al mes,Tiempo para trabajar,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"SI LAS APLICACIONES DE DELIVERY DEJARAN  DE EXISTIR ME AFECTARIA, PERO SOLO UN POCO CONSIDERANDO QUE LO OCUPO, PERO NO A UN NIVEL EN EL CUAL SE VUELVA IMPRESCINDIBLE Y POR OTRO LADO, QUE LAS APLICACIONES DE MOVILIDAD DEJEN DE EXISTIR SI ME EMPEORARIA UN POCO LA VIDA DEBIDO A QUE ES LA ALTERNATIVA MAS INDICADA CUANDO ME ENCUENTRO EN LUGARES QUE NO CONOZCO O QUE SIMPLEMENTE SE ME HAYA PASADO LA HORA Y NO PUEDA TOMAR EL TRANSPORTE PUBLICO. EN RESUMEN, AMBAS SITUACIONES ME AFECTAN, PERO NO A UN NIVEL EN EL CUAL MI VIDA SE VEA AFECTADA POR COMPLETO."
788,789,FEMENINO,[18 - 30],D+E,Sur,NUEVA IMPERIAL,8475.688905587462,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Sub-urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,Empeoraría un poco mi vida,"donde vivo no hay muy buena locomoción público por lo que las apps de uber, etc. me son de gran ayuda para movilizarme. en cuanto al delivery, empeoraría solo un poco ya que no suelo pedir mucho de esta forma, sin embargo igual me ayuda cuando necesito pedir ya que no tengo muchos locales cerca de donde vivo"
789,790,MASCULINO,[31 - 40],D+E,Sur,TALCAHUANO,7785.077216984038,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,,Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,Uber Eats,,,,Menos de un año,Solo ocasionalmente (menos de una vez al mes),Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Si dejarán de funcionar dejarían más desempleo en el país asíque sería muy nefasto si sucede
790,791,MASCULINO,[41 - 50],D+E,Sur,TEMUCO,7037.848823389589,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario y como conductor,,,,,,,,,,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Tiempo para actividades de ocio y/o descanso,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,El precio es muy alto,Prefiero ir yo mismo de forma presencial,No me generan confianza,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,No me afectaría,Pregunta sobre aplicación de movilidad afectaría mi vida obvio por qué la  utilizo y la pregunta sobre las aplicaciones de delivery no lás uso entonces no le afecta si dejan de existir
791,792,MASCULINO,[31 - 40],C2,RM,LAS CONDES,9852.988352745424,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,Didi,Cabify,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,Rappi,,,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,No me afectaría,Uso más app de movilidad y  me da lo mismo delivery
792,793,MASCULINO,[51 - 60],C3,RM,PUENTE ALTO,6334.06394105063,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,Prefiero usar transporte público,No me generan confianza,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,,Uber Eats,,,,4-5 años - Desde la pandemia,Al menos una vez al mes,Comodidad,Comodidad,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"Generalmente no uso aplicaciones de movilidad porque tengo auto, y delibery so lo utilizo"
793,794,MASCULINO,[41 - 50],C3,RM,LA REINA,9383.798431186118,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,,,Para hacer trámites o compras,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando voy atrasado/a,,,Cuando estoy cansado/a,,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,Lo que pasa es que estoy acostumbrado a caminar o ir a comprar yo mismo
794,795,MASCULINO,[61 Ó MAS],D+E,RM,SANTIAGO,7073.940355817227,Tengo mi propio auto,Urbano,Como conductor,,,,,,,,,,,,,,,,,Ninguna,Menos de un año,Menos de una vez al mes,,,,,No la uso,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Finanzas personales o del hogar,Tiempo para actividades de ocio y/o descanso,,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría mucho mi vida,No me afectaría,No me afectaria por que no las uso
795,796,MASCULINO,[31 - 40],D+E,RM,LA FLORIDA,6732.87537437604,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,,Didi,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces al mes,,,Para hacer trámites o compras,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,,Cuando estoy cansado/a,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,,PedidosYa,,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Salud mental,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,"No sé  pero si supiera , lo haría"
796,797,MASCULINO,[61 Ó MAS],C3,RM,QUILICURA,6992.443347109655,Tengo mi propio auto,Urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Dos o tres veces al mes,Comodidad,Comodidad,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,"Sí, tengo un taxista conocido con quien me comunico directamente",,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No nací con las aplicaciones a la puerta y puedo pasarme de ellas
797,798,MASCULINO,[41 - 50],D+E,Sur,TEMUCO,7037.848823389589,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario y como conductor,,,,,,,,,Uber,,Cabify,,,,InDrive,,,2-3 años - Desde después de la pandemia,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,,,,,Transporte público,Tiempo para trabajar,Tiempo para actividades de ocio y/o descanso,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Al menos una vez a la semana,Tiempo para actividades de ocio y/o descanso,Comodidad,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,"Sí, tengo un taxista conocido con quien me comunico directamente","Sí, a través de una aplicación de movilidad (eg. Cabify)",,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Siempre existirá una opción
798,799,FEMENINO,[18 - 30],C3,Sur,VALDIVIA,9031.90599001664,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces a la semana,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,,Como usuario,,,,,,,PedidosYa,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,2-3 años - Desde después de la pandemia,Al menos una vez al mes,Comodidad,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"Empeoraría un poco mi vida con ambas ya que, a veces la unica opcion para moverse es usando una aplicación de movilidad, entonces no habría como llegar o volver a casa de algun lugar si es que estas no existieran, y respecto a las aplicaciones de delivery, si no existieran presentaria un inconveniente en algunas ocasiones como cuando no hay tiempo o ganas para cocinar"
